"species","latitud","longitd","site_nm","precisn","rcrdng_","smplng_","isltn_p","substrt","dss_sym","id_mthd","country","year","prmss_t","host","habitat","nrsry_E","nursery","forest","agrcltr","grdn_mn","pnt_f_n","refernc","contact","athrshp","folder"
"Phytophthora ramorum",51.20984103,-3.712839617,"SS8045047020","1",NA,NA,NA,NA,"Sample EK1 from Ed Krolik; roadside hedge; SS 79383 47788; LFD +ve     Phytophthora ramorum:  Another Phytophthora spp. present in addition to Phytophthora ramorum, morphologically most typical of P. syringae.","Analysis and identification of pathogens as per Fera Science lab protocols",NA,2016,"Garden","Rhododendron",NA,"Wider environment",0,0,0,1,0,NA,"Jane Barbrook","yes","P:\NEC05617_PHYTOTHREATS\Data\UK_occurrence\eDOMERO_Jane_Barbrook\Phytophthora Threats - based on P type  - 060218"
"Phytophthora ramorum",51.20984103,-3.712839617,"SS8045047020","1",NA,NA,NA,NA,"Sample EK1 from Ed Krolik; roadside hedge; SS 79383 47788; LFD +ve     Phytophthora ramorum:  Another Phytophthora spp. present in addition to Phytophthora ramorum, morphologically most typical of P. syringae.","Analysis and identification of pathogens as per Fera Science lab protocols",NA,2016,"House","Rhododendron",NA,"Wider environment",0,0,0,1,0,NA,"Jane Barbrook","yes","P:\NEC05617_PHYTOTHREATS\Data\UK_occurrence\eDOMERO_Jane_Barbrook\Phytophthora Threats - based on P type  - 060218"
"Phytophthora ramorum",51.2122926,-3.717369056,"SS8014047300","1",NA,NA,NA,NA,"Sample EK1 from Ed Krolik; RHS of gate, roadside boundary; SS 80167 47352; LFD +ve     Phytophthora ramorum:  Another Phytophthora spp. present in addition to Phytophthora ramorum, morphologically most typical of P. syringae.","Analysis and identification of pathogens as per Fera Science lab protocols",NA,2016,"Garden","Rhododendron",NA,"Wider environment",0,0,0,1,0,NA,"Jane Barbrook","yes","P:\NEC05617_PHYTOTHREATS\Data\UK_occurrence\eDOMERO_Jane_Barbrook\Phytophthora Threats - based on P type  - 060218"
"Phytophthora ramorum",51.2122926,-3.717369056,"SS8014047300","1",NA,NA,NA,NA,"Sample EK3 from Ed Krolik; inside of road boundary hedge; SS 80173 47330; LFD +ve     Phytophthora ramorum:","Analysis and identification of pathogens as per Fera Science lab protocols",NA,2016,"Garden","Rhododendron",NA,"Wider environment",0,0,0,1,0,NA,"Jane Barbrook","yes","P:\NEC05617_PHYTOTHREATS\Data\UK_occurrence\eDOMERO_Jane_Barbrook\Phytophthora Threats - based on P type  - 060218"
"Phytophthora ramorum",51.2122926,-3.717369056,"SS8014047300","1",NA,NA,NA,NA,"Sample EK4 from Ed Krolik; inside of road boundary hedge, by gate; SS 80179 47333; LFD +ve     Phytophthora ramorum:","Analysis and identification of pathogens as per Fera Science lab protocols",NA,2016,"Garden","Rhododendron",NA,"Wider environment",0,0,0,1,0,NA,"Jane Barbrook","yes","P:\NEC05617_PHYTOTHREATS\Data\UK_occurrence\eDOMERO_Jane_Barbrook\Phytophthora Threats - based on P type  - 060218"
"Phytophthora ramorum",51.2122926,-3.717369056,"SS8014047300","1",NA,NA,NA,NA,"Sample EK5 from Ed Krolik; by stream on RHS of house, facing house; SS 80108 47288; LFD +ve     Phytophthora ramorum:","Analysis and identification of pathogens as per Fera Science lab protocols",NA,2016,"Garden","Rhododendron",NA,"Wider environment",0,0,0,1,0,NA,"Jane Barbrook","yes","P:\NEC05617_PHYTOTHREATS\Data\UK_occurrence\eDOMERO_Jane_Barbrook\Phytophthora Threats - based on P type  - 060218"
"Phytophthora ramorum",51.2122926,-3.717369056,"SS8014047300","1",NA,NA,NA,NA,"Sample EK6 from Ed Krolik; by stepson RHS of house, facing house; SS 80105 47294; no LFD     Phytophthora ramorum:","Analysis and identification of pathogens as per Fera Science lab protocols",NA,2016,"Garden","Rhododendron",NA,"Wider environment",0,0,0,1,0,NA,"Jane Barbrook","yes","P:\NEC05617_PHYTOTHREATS\Data\UK_occurrence\eDOMERO_Jane_Barbrook\Phytophthora Threats - based on P type  - 060218"
"Phytophthora ramorum",51.2122926,-3.717369056,"SS8014047300","1",NA,NA,NA,NA,"Sample EK7 from Ed Krolik; back of house, below wooden bench; SS 80139 47249; LFD +ve     Phytophthora ramorum:","Analysis and identification of pathogens as per Fera Science lab protocols",NA,2016,"Garden","Rhododendron",NA,"Wider environment",0,0,0,1,0,NA,"Jane Barbrook","yes","P:\NEC05617_PHYTOTHREATS\Data\UK_occurrence\eDOMERO_Jane_Barbrook\Phytophthora Threats - based on P type  - 060218"
"Phytophthora ramorum",51.2122926,-3.717369056,"SS8014047300","1",NA,NA,NA,NA,"Sample EK1 from Ed Krolik; RHS of gate, roadside boundary; SS 80167 47352; LFD +ve     Phytophthora ramorum:  Another Phytophthora spp. present in addition to Phytophthora ramorum, morphologically most typical of P. syringae.","Analysis and identification of pathogens as per Fera Science lab protocols",NA,2016,"House","Rhododendron",NA,"Wider environment",0,0,0,1,0,NA,"Jane Barbrook","yes","P:\NEC05617_PHYTOTHREATS\Data\UK_occurrence\eDOMERO_Jane_Barbrook\Phytophthora Threats - based on P type  - 060218"
"Phytophthora ramorum",51.2122926,-3.717369056,"SS8014047300","1",NA,NA,NA,NA,"Sample EK3 from Ed Krolik; inside of road boundary hedge; SS 80173 47330; LFD +ve     Phytophthora ramorum:","Analysis and identification of pathogens as per Fera Science lab protocols",NA,2016,"House","Rhododendron",NA,"Wider environment",0,0,0,1,0,NA,"Jane Barbrook","yes","P:\NEC05617_PHYTOTHREATS\Data\UK_occurrence\eDOMERO_Jane_Barbrook\Phytophthora Threats - based on P type  - 060218"
"Phytophthora ramorum",51.2122926,-3.717369056,"SS8014047300","1",NA,NA,NA,NA,"Sample EK4 from Ed Krolik; inside of road boundary hedge, by gate; SS 80179 47333; LFD +ve     Phytophthora ramorum:","Analysis and identification of pathogens as per Fera Science lab protocols",NA,2016,"House","Rhododendron",NA,"Wider environment",0,0,0,1,0,NA,"Jane Barbrook","yes","P:\NEC05617_PHYTOTHREATS\Data\UK_occurrence\eDOMERO_Jane_Barbrook\Phytophthora Threats - based on P type  - 060218"
"Phytophthora ramorum",51.2122926,-3.717369056,"SS8014047300","1",NA,NA,NA,NA,"Sample EK5 from Ed Krolik; by stream on RHS of house, facing house; SS 80108 47288; LFD +ve     Phytophthora ramorum:","Analysis and identification of pathogens as per Fera Science lab protocols",NA,2016,"House","Rhododendron",NA,"Wider environment",0,0,0,1,0,NA,"Jane Barbrook","yes","P:\NEC05617_PHYTOTHREATS\Data\UK_occurrence\eDOMERO_Jane_Barbrook\Phytophthora Threats - based on P type  - 060218"
"Phytophthora ramorum",51.2122926,-3.717369056,"SS8014047300","1",NA,NA,NA,NA,"Sample EK6 from Ed Krolik; by stepson RHS of house, facing house; SS 80105 47294; no LFD     Phytophthora ramorum:","Analysis and identification of pathogens as per Fera Science lab protocols",NA,2016,"House","Rhododendron",NA,"Wider environment",0,0,0,1,0,NA,"Jane Barbrook","yes","P:\NEC05617_PHYTOTHREATS\Data\UK_occurrence\eDOMERO_Jane_Barbrook\Phytophthora Threats - based on P type  - 060218"
"Phytophthora ramorum",51.2122926,-3.717369056,"SS8014047300","1",NA,NA,NA,NA,"Sample EK7 from Ed Krolik; back of house, below wooden bench; SS 80139 47249; LFD +ve     Phytophthora ramorum:","Analysis and identification of pathogens as per Fera Science lab protocols",NA,2016,"House","Rhododendron",NA,"Wider environment",0,0,0,1,0,NA,"Jane Barbrook","yes","P:\NEC05617_PHYTOTHREATS\Data\UK_occurrence\eDOMERO_Jane_Barbrook\Phytophthora Threats - based on P type  - 060218"
"Phytophthora ramorum",51.57335797,-3.583291846,"SS9037287242","1",NA,NA,NA,NA,"Sample 2 in Side border.
R Cunningham White ?     Phytophthora ramorum:","Analysis and identification of pathogens as per Fera Science lab protocols",NA,2016,"Garden","Rhododendron",NA,"Wider environment",0,0,0,1,0,NA,"Jane Barbrook","yes","P:\NEC05617_PHYTOTHREATS\Data\UK_occurrence\eDOMERO_Jane_Barbrook\Phytophthora Threats - based on P type  - 060218"
"Phytophthora ramorum",51.57335797,-3.583291846,"SS9037287242","1",NA,NA,NA,NA,"Sample 1 large Viburnum totally covered in dead or dying back stems.     Phytophthora ramorum:","Analysis and identification of pathogens as per Fera Science lab protocols",NA,2016,"Garden","Viburnum bodnantense",NA,"Wider environment",0,0,0,1,0,NA,"Jane Barbrook","yes","P:\NEC05617_PHYTOTHREATS\Data\UK_occurrence\eDOMERO_Jane_Barbrook\Phytophthora Threats - based on P type  - 060218"
"Phytophthora ramorum",51.57335797,-3.583291846,"SS9037287242","1",NA,NA,NA,NA,"Medium siged shrub, deciduous Viburnum possible farreri?
Close to iron BQ     Phytophthora ramorum:","Analysis and identification of pathogens as per Fera Science lab protocols",NA,2016,"Garden","Viburnum",NA,"Wider environment",0,0,0,1,0,NA,"Jane Barbrook","yes","P:\NEC05617_PHYTOTHREATS\Data\UK_occurrence\eDOMERO_Jane_Barbrook\Phytophthora Threats - based on P type  - 060218"
"Phytophthora ramorum",50.33310929,-3.771764623,"SX7399849632","1",NA,NA,NA,NA,"PLEASE IDENTIFY IF A QUARANTINE PHYTOPHTHORA IS PRESENT      Phytophthora ramorum:  Another Phytophthora spp. also detected in addition to P.ramorum.","Analysis and identification of pathogens as per Fera Science lab protocols",NA,2016,"Garden","Rhododendron",NA,"Wider environment",0,0,0,1,0,NA,"Jane Barbrook","yes","P:\NEC05617_PHYTOTHREATS\Data\UK_occurrence\eDOMERO_Jane_Barbrook\Phytophthora Threats - based on P type  - 060218"
"Phytophthora ramorum",50.33310929,-3.771764623,"SX7399849632","1",NA,NA,NA,NA,"PLEASE IDENTIFY IF A QUARANTINE PHYTOPHTHORA IS PRESENT      Phytophthora ramorum:  Another Phytophthora spp. also detected in addition to P.ramorum.","Analysis and identification of pathogens as per Fera Science lab protocols",NA,2016,"House","Rhododendron",NA,"Wider environment",0,0,0,1,0,NA,"Jane Barbrook","yes","P:\NEC05617_PHYTOTHREATS\Data\UK_occurrence\eDOMERO_Jane_Barbrook\Phytophthora Threats - based on P type  - 060218"
"Phytophthora ramorum",53.04002883,-2.108825145,"SJ9280049200","1",NA,NA,NA,NA,"Hedge at SJ92778 49175 had several suspect wilting/stained leaves.  Strong +ve LFT for Phytophthora (included with sample).  Please confirm P. ramorum.     Phytophthora ramorum:","Analysis and identification of pathogens as per Fera Science lab protocols",NA,2016,"House","Rhododendron",NA,"Wider environment",0,0,0,1,0,NA,"Jane Barbrook","yes","P:\NEC05617_PHYTOTHREATS\Data\UK_occurrence\eDOMERO_Jane_Barbrook\Phytophthora Threats - based on P type  - 060218"
"Phytophthora ramorum",51.44688142,-0.232413308,"TQ2293173469","1",NA,NA,NA,NA,"Sample of Rhodo sent to RHS Wisley from a member of the public (possible garden designer). 20 plants are potentially affected, planted in April. Sample tested +ve on LFD by Wisley hense sample passed on to me. Please confirm if this is Phytophthora ramor","Analysis and identification of pathogens as per Fera Science lab protocols",NA,2016,"House","Rhododendron catawbiense",NA,"Wider environment",0,0,0,1,0,NA,"Jane Barbrook","yes","P:\NEC05617_PHYTOTHREATS\Data\UK_occurrence\eDOMERO_Jane_Barbrook\Phytophthora Threats - based on P type  - 060218"
"Phytophthora ramorum",54.29562374,-3.241420097,"SD1930089600","1",NA,NA,NA,NA,"P.ramorum suspected on R.ponticum shrubs. SD1938689638     Phytophthora ramorum:","Analysis and identification of pathogens as per Fera Science lab protocols",NA,2016,"Garden","Rhododendron ponticum",NA,"Wider environment",0,0,0,1,0,NA,"Jane Barbrook","yes","P:\NEC05617_PHYTOTHREATS\Data\UK_occurrence\eDOMERO_Jane_Barbrook\Phytophthora Threats - based on P type  - 060218"
"Phytophthora ramorum",54.29562374,-3.241420097,"SD1930089600","1",NA,NA,NA,NA,"P.ramorum suspected on R.ponticum shrubs. SD1930289608     Phytophthora ramorum:","Analysis and identification of pathogens as per Fera Science lab protocols",NA,2016,"Garden","Rhododendron ponticum",NA,"Wider environment",0,0,0,1,0,NA,"Jane Barbrook","yes","P:\NEC05617_PHYTOTHREATS\Data\UK_occurrence\eDOMERO_Jane_Barbrook\Phytophthora Threats - based on P type  - 060218"
"Phytophthora ramorum",54.29562374,-3.241420097,"SD1930089600","1",NA,NA,NA,NA,"P.ramorum suspected on R.ponticum shrubs. SD1929889576     Phytophthora ramorum:","Analysis and identification of pathogens as per Fera Science lab protocols",NA,2016,"Garden","Rhododendron ponticum",NA,"Wider environment",0,0,0,1,0,NA,"Jane Barbrook","yes","P:\NEC05617_PHYTOTHREATS\Data\UK_occurrence\eDOMERO_Jane_Barbrook\Phytophthora Threats - based on P type  - 060218"
"Phytophthora ramorum",54.29562374,-3.241420097,"SD1930089600","1",NA,NA,NA,NA,"P.ramorum suspected on R.ponticum shrubs. SD1938689638     Phytophthora ramorum:","Analysis and identification of pathogens as per Fera Science lab protocols",NA,2016,"woodland","Rhododendron ponticum",NA,"Wider environment",0,1,0,0,0,NA,"Jane Barbrook","yes","P:\NEC05617_PHYTOTHREATS\Data\UK_occurrence\eDOMERO_Jane_Barbrook\Phytophthora Threats - based on P type  - 060218"
"Phytophthora ramorum",54.29562374,-3.241420097,"SD1930089600","1",NA,NA,NA,NA,"P.ramorum suspected on R.ponticum shrubs. SD1930289608     Phytophthora ramorum:","Analysis and identification of pathogens as per Fera Science lab protocols",NA,2016,"woodland","Rhododendron ponticum",NA,"Wider environment",0,1,0,0,0,NA,"Jane Barbrook","yes","P:\NEC05617_PHYTOTHREATS\Data\UK_occurrence\eDOMERO_Jane_Barbrook\Phytophthora Threats - based on P type  - 060218"
"Phytophthora ramorum",54.29562374,-3.241420097,"SD1930089600","1",NA,NA,NA,NA,"P.ramorum suspected on R.ponticum shrubs. SD1929889576     Phytophthora ramorum:","Analysis and identification of pathogens as per Fera Science lab protocols",NA,2016,"woodland","Rhododendron ponticum",NA,"Wider environment",0,1,0,0,0,NA,"Jane Barbrook","yes","P:\NEC05617_PHYTOTHREATS\Data\UK_occurrence\eDOMERO_Jane_Barbrook\Phytophthora Threats - based on P type  - 060218"
"Phytophthora ramorum",50.96278394,-3.644864578,"SS8458419439","1",NA,NA,NA,NA,"Devastated plant under tree canopy, not seen plant like this since Cornwall 2005.
Please test for P kernoviae too     Phytophthora ramorum:","Analysis and identification of pathogens as per Fera Science lab protocols",NA,2016,"House","Rhododendron ponticum",NA,"Wider environment",0,0,0,1,0,NA,"Jane Barbrook","yes","P:\NEC05617_PHYTOTHREATS\Data\UK_occurrence\eDOMERO_Jane_Barbrook\Phytophthora Threats - based on P type  - 060218"
"Phytophthora ramorum",50.96278394,-3.644864578,"SS8458419439","1",NA,NA,NA,NA,"Devastated plant under tree canopy, not seen plant like this since Cornwall 2005.
Please test for P kernoviae too     Strong positive","Analysis and identification of pathogens as per Fera Science lab protocols",NA,2016,"House","Rhododendron ponticum",NA,"Wider environment",0,0,0,1,0,NA,"Jane Barbrook","yes","P:\NEC05617_PHYTOTHREATS\Data\UK_occurrence\eDOMERO_Jane_Barbrook\Phytophthora Threats - based on P type  - 060218"
"Phytophthora ramorum",50.96278394,-3.644864578,"SS8458419439","1",NA,NA,NA,NA,"Please test for P kernoviae too     Phytophthora ramorum:","Analysis and identification of pathogens as per Fera Science lab protocols",NA,2016,"House","Rhododendron ponticum",NA,"Wider environment",0,0,0,1,0,NA,"Jane Barbrook","yes","P:\NEC05617_PHYTOTHREATS\Data\UK_occurrence\eDOMERO_Jane_Barbrook\Phytophthora Threats - based on P type  - 060218"
"Phytophthora ramorum",50.96278394,-3.644864578,"SS8458419439","1",NA,NA,NA,NA,"Please test for P kernoviae too     Strong positive","Analysis and identification of pathogens as per Fera Science lab protocols",NA,2016,"House","Rhododendron ponticum",NA,"Wider environment",0,0,0,1,0,NA,"Jane Barbrook","yes","P:\NEC05617_PHYTOTHREATS\Data\UK_occurrence\eDOMERO_Jane_Barbrook\Phytophthora Threats - based on P type  - 060218"
"Phytophthora ramorum",50.96278394,-3.644864578,"SS8458419439","1",NA,NA,NA,NA,"Please test for P kernoviae too.  Aw 4 negative but AW4a positive from same plant.     Phytophthora ramorum:","Analysis and identification of pathogens as per Fera Science lab protocols",NA,2016,"House","Rhododendron ponticum",NA,"Wider environment",0,0,0,1,0,NA,"Jane Barbrook","yes","P:\NEC05617_PHYTOTHREATS\Data\UK_occurrence\eDOMERO_Jane_Barbrook\Phytophthora Threats - based on P type  - 060218"
"Phytophthora ramorum",50.96278394,-3.644864578,"SS8458419439","1",NA,NA,NA,NA,"Please test for P kernoviae too.  Aw 4 negative but AW4a positive from same plant.     Strong positive","Analysis and identification of pathogens as per Fera Science lab protocols",NA,2016,"House","Rhododendron ponticum",NA,"Wider environment",0,0,0,1,0,NA,"Jane Barbrook","yes","P:\NEC05617_PHYTOTHREATS\Data\UK_occurrence\eDOMERO_Jane_Barbrook\Phytophthora Threats - based on P type  - 060218"
"Phytophthora ramorum",50.96278394,-3.644864578,"SS8458419439","1",NA,NA,NA,NA,"Please test for P kernoviae too.       Phytophthora ramorum:","Analysis and identification of pathogens as per Fera Science lab protocols",NA,2016,"House","Rhododendron ponticum",NA,"Wider environment",0,0,0,1,0,NA,"Jane Barbrook","yes","P:\NEC05617_PHYTOTHREATS\Data\UK_occurrence\eDOMERO_Jane_Barbrook\Phytophthora Threats - based on P type  - 060218"
"Phytophthora ramorum",50.96278394,-3.644864578,"SS8458419439","1",NA,NA,NA,NA,"Please test for P kernoviae too.       Strong positive","Analysis and identification of pathogens as per Fera Science lab protocols",NA,2016,"House","Rhododendron ponticum",NA,"Wider environment",0,0,0,1,0,NA,"Jane Barbrook","yes","P:\NEC05617_PHYTOTHREATS\Data\UK_occurrence\eDOMERO_Jane_Barbrook\Phytophthora Threats - based on P type  - 060218"
"Phytophthora ramorum",50.96278394,-3.644864578,"SS8458419439","1",NA,NA,NA,NA,"
Please test for P kernoviae too     Phytophthora ramorum:","Analysis and identification of pathogens as per Fera Science lab protocols",NA,2016,"House","Rhododendron",NA,"Wider environment",0,0,0,1,0,NA,"Jane Barbrook","yes","P:\NEC05617_PHYTOTHREATS\Data\UK_occurrence\eDOMERO_Jane_Barbrook\Phytophthora Threats - based on P type  - 060218"
"Phytophthora ramorum",50.96278394,-3.644864578,"SS8458419439","1",NA,NA,NA,NA,"
Please test for P kernoviae too     Strong positive","Analysis and identification of pathogens as per Fera Science lab protocols",NA,2016,"House","Rhododendron",NA,"Wider environment",0,0,0,1,0,NA,"Jane Barbrook","yes","P:\NEC05617_PHYTOTHREATS\Data\UK_occurrence\eDOMERO_Jane_Barbrook\Phytophthora Threats - based on P type  - 060218"
"Phytophthora ramorum",51.11099804,-2.348665386,"ST7568834691","1",NA,NA,NA,NA,"PRAM outbreak site. Cornus plant, unknown species. Please test for PRAM/PKER. Thank you.     Phytophthora ramorum:","Analysis and identification of pathogens as per Fera Science lab protocols",NA,2016,"House","Cornus",NA,"Wider environment",0,0,0,1,0,NA,"Jane Barbrook","yes","P:\NEC05617_PHYTOTHREATS\Data\UK_occurrence\eDOMERO_Jane_Barbrook\Phytophthora Threats - based on P type  - 060218"
"Phytophthora ramorum",51.11099804,-2.348665386,"ST7568834691","1",NA,NA,NA,NA,"Private garden around a house named 'The Convent' which is privately leased from the National Trust Stourhead Estate and is within a 100m buffer zone of infected Larch trees recently identified by the Forestry Commission on separate Estate (Western Estat","Analysis and identification of pathogens as per Fera Science lab protocols",NA,2016,"House","Rhododendron ponticum",NA,"Wider environment",0,0,0,1,0,NA,"Jane Barbrook","yes","P:\NEC05617_PHYTOTHREATS\Data\UK_occurrence\eDOMERO_Jane_Barbrook\Phytophthora Threats - based on P type  - 060218"
"Phytophthora ramorum",51.11099804,-2.348665386,"ST7568834691","1",NA,NA,NA,NA,"Private garden around a house named 'The Convent' which is privately leased from the National Trust Stourhead Estate and is within a 100m buffer zone of infected Larch trees recently identified by the Forestry Commission on separate Estate (Western Estat","Analysis and identification of pathogens as per Fera Science lab protocols",NA,2016,"House","Rhododendron ponticum",NA,"Wider environment",0,0,0,1,0,NA,"Jane Barbrook","yes","P:\NEC05617_PHYTOTHREATS\Data\UK_occurrence\eDOMERO_Jane_Barbrook\Phytophthora Threats - based on P type  - 060218"
"Phytophthora ramorum",51.11099804,-2.348665386,"ST7568834691","1",NA,NA,NA,NA,"Private garden around a house named 'The Convent' which is privately leased from the National Trust Stourhead Estate and is within a 100m buffer zone of infected Larch trees recently identified by the Forestry Commission on separate Estate (Western Estat","Analysis and identification of pathogens as per Fera Science lab protocols",NA,2016,"House","Rhododendron ponticum",NA,"Wider environment",0,0,0,1,0,NA,"Jane Barbrook","yes","P:\NEC05617_PHYTOTHREATS\Data\UK_occurrence\eDOMERO_Jane_Barbrook\Phytophthora Threats - based on P type  - 060218"
"Phytophthora ramorum",51.11099804,-2.348665386,"ST7568834691","1",NA,NA,NA,NA,"Private garden around a house named 'The Convent' which is privately leased from the National Trust Stourhead Estate and is within a 100m buffer zone of infected Larch trees recently identified by the Forestry Commission on separate Estate (Western Estat","Analysis and identification of pathogens as per Fera Science lab protocols",NA,2016,"House","Rhododendron ponticum",NA,"Wider environment",0,0,0,1,0,NA,"Jane Barbrook","yes","P:\NEC05617_PHYTOTHREATS\Data\UK_occurrence\eDOMERO_Jane_Barbrook\Phytophthora Threats - based on P type  - 060218"
"Phytophthora ramorum",51.11099804,-2.348665386,"ST7568834691","1",NA,NA,NA,NA,"Private garden around a house named 'The Convent' which is privately leased from the National Trust Stourhead Estate and is within a 100m buffer zone of infected Larch trees recently identified by the Forestry Commission on separate Estate (Western Estat","Analysis and identification of pathogens as per Fera Science lab protocols",NA,2016,"House","Viburnum",NA,"Wider environment",0,0,0,1,0,NA,"Jane Barbrook","yes","P:\NEC05617_PHYTOTHREATS\Data\UK_occurrence\eDOMERO_Jane_Barbrook\Phytophthora Threats - based on P type  - 060218"
"Phytophthora ramorum",52.72673807,-3.707524032,"SH8478315711","1",NA,NA,NA,NA,"Sample half way down field from road gateway. Approx map ref SH84842 15566 (Tree canopy reduced accuracy) Label attached to plant     Phytophthora ramorum:","Analysis and identification of pathogens as per Fera Science lab protocols",NA,2016,"Garden","Rhododendron",NA,"Wider environment",0,0,0,1,0,NA,"Jane Barbrook","yes","P:\NEC05617_PHYTOTHREATS\Data\UK_occurrence\eDOMERO_Jane_Barbrook\Phytophthora Threats - based on P type  - 060218"
"Phytophthora ramorum",52.72673807,-3.707524032,"SH8478315711","1",NA,NA,NA,NA,"Sample half way down field from road gateway. Approx map ref SH84842 15566 (Tree canopy reduced accuracy) Label attached to plant     Positive LFD test. Sample and test kit included in sample bag.","Analysis and identification of pathogens as per Fera Science lab protocols",NA,2016,"Garden","Rhododendron",NA,"Wider environment",0,0,0,1,0,NA,"Jane Barbrook","yes","P:\NEC05617_PHYTOTHREATS\Data\UK_occurrence\eDOMERO_Jane_Barbrook\Phytophthora Threats - based on P type  - 060218"
"Phytophthora ramorum",52.72673807,-3.707524032,"SH8478315711","1",NA,NA,NA,NA,"Sampling point; SH84747 15608     Phytophthora ramorum:","Analysis and identification of pathogens as per Fera Science lab protocols",NA,2016,"Garden","Rhododendron",NA,"Wider environment",0,0,0,1,0,NA,"Jane Barbrook","yes","P:\NEC05617_PHYTOTHREATS\Data\UK_occurrence\eDOMERO_Jane_Barbrook\Phytophthora Threats - based on P type  - 060218"
"Phytophthora ramorum",52.72673807,-3.707524032,"SH8478315711","1",NA,NA,NA,NA,"Sampling point; SH84747 15608     Test kit included with plant sample","Analysis and identification of pathogens as per Fera Science lab protocols",NA,2016,"Garden","Rhododendron",NA,"Wider environment",0,0,0,1,0,NA,"Jane Barbrook","yes","P:\NEC05617_PHYTOTHREATS\Data\UK_occurrence\eDOMERO_Jane_Barbrook\Phytophthora Threats - based on P type  - 060218"
"Phytophthora ramorum",52.72673807,-3.707524032,"SH8478315711","1",NA,NA,NA,NA,"Sample half way down field from road gateway. Approx map ref SH84842 15566 (Tree canopy reduced accuracy) Label attached to plant     Phytophthora ramorum:","Analysis and identification of pathogens as per Fera Science lab protocols",NA,2016,"House","Rhododendron",NA,"Wider environment",0,0,0,1,0,NA,"Jane Barbrook","yes","P:\NEC05617_PHYTOTHREATS\Data\UK_occurrence\eDOMERO_Jane_Barbrook\Phytophthora Threats - based on P type  - 060218"
"Phytophthora ramorum",52.72673807,-3.707524032,"SH8478315711","1",NA,NA,NA,NA,"Sample half way down field from road gateway. Approx map ref SH84842 15566 (Tree canopy reduced accuracy) Label attached to plant     Positive LFD test. Sample and test kit included in sample bag.","Analysis and identification of pathogens as per Fera Science lab protocols",NA,2016,"House","Rhododendron",NA,"Wider environment",0,0,0,1,0,NA,"Jane Barbrook","yes","P:\NEC05617_PHYTOTHREATS\Data\UK_occurrence\eDOMERO_Jane_Barbrook\Phytophthora Threats - based on P type  - 060218"
"Phytophthora ramorum",52.72673807,-3.707524032,"SH8478315711","1",NA,NA,NA,NA,"Sampling point; SH84747 15608     Phytophthora ramorum:","Analysis and identification of pathogens as per Fera Science lab protocols",NA,2016,"House","Rhododendron",NA,"Wider environment",0,0,0,1,0,NA,"Jane Barbrook","yes","P:\NEC05617_PHYTOTHREATS\Data\UK_occurrence\eDOMERO_Jane_Barbrook\Phytophthora Threats - based on P type  - 060218"
"Phytophthora ramorum",52.72673807,-3.707524032,"SH8478315711","1",NA,NA,NA,NA,"Sampling point; SH84747 15608     Test kit included with plant sample","Analysis and identification of pathogens as per Fera Science lab protocols",NA,2016,"House","Rhododendron",NA,"Wider environment",0,0,0,1,0,NA,"Jane Barbrook","yes","P:\NEC05617_PHYTOTHREATS\Data\UK_occurrence\eDOMERO_Jane_Barbrook\Phytophthora Threats - based on P type  - 060218"
"Phytophthora ramorum",51.01870085,-0.739204396,"SU8853125125","1",NA,NA,NA,NA,"Garden rhodo ponticum hedge next to larch woodland +ve for phytopthora ramorum","Analysis and identification of pathogens as per Fera Science lab protocols",NA,2016,"House","Rhododendron ponticum",NA,"Wider environment",0,0,0,1,0,NA,"Jane Barbrook","yes","P:\NEC05617_PHYTOTHREATS\Data\UK_occurrence\eDOMERO_Jane_Barbrook\Phytophthora Threats - based on P type  - 060218"
"Phytophthora ramorum",52.72204353,-3.692577808,"SH8578015165","1",NA,NA,NA,NA,"Sample on East side of field close to crossing of stream. SH 85652 15270     Phytophthora ramorum:","Analysis and identification of pathogens as per Fera Science lab protocols",NA,2016,"Farm","Rhododendron",NA,"Wider environment",0,0,1,0,0,NA,"Jane Barbrook","yes","P:\NEC05617_PHYTOTHREATS\Data\UK_occurrence\eDOMERO_Jane_Barbrook\Phytophthora Threats - based on P type  - 060218"
"Phytophthora ramorum",52.72204353,-3.692577808,"SH8578015165","1",NA,NA,NA,NA,"Sample on East side of field close to crossing of stream. SH 85652 15270     Positive LFD test","Analysis and identification of pathogens as per Fera Science lab protocols",NA,2016,"Farm","Rhododendron",NA,"Wider environment",0,0,1,0,0,NA,"Jane Barbrook","yes","P:\NEC05617_PHYTOTHREATS\Data\UK_occurrence\eDOMERO_Jane_Barbrook\Phytophthora Threats - based on P type  - 060218"
"Phytophthora ramorum",52.72223343,-3.69753079,"SH8544615194","1",NA,NA,NA,NA,"SH85193 15269; Not visible from drive.     Phytophthora ramorum:","Analysis and identification of pathogens as per Fera Science lab protocols",NA,2016,"Recreational Facility","Rhododendron",NA,"Wider environment",0,0,0,1,0,NA,"Jane Barbrook","yes","P:\NEC05617_PHYTOTHREATS\Data\UK_occurrence\eDOMERO_Jane_Barbrook\Phytophthora Threats - based on P type  - 060218"
