"species","latitud","longitd","site_nm","precisn","rcrdng_","smplng_","isltn_p","substrt","dss_sym","id_mthd","country","year","prmss_t","host","habitat","nrsry_E","nursery","forest","agrcltr","grdn_mn","pnt_f_n","refernc","contact","athrshp","folder"
"Phytophthora ramorum",55.59273892,-5.154111776,"Brodick South Lodge, Arran","10000",NA,NA,NA,NA,NA,NA,"Scotland",2012,"PG","Rhod. ponticum",NA,"Wider Environment",0,0,0,1,0,"SASA","Alexandra.Schlenzig@sasa.gov.scot","yes","P:/NEC05617_PHYTOTHREATS/Data/UK_occurrence/SASA_ASchlenzig"
"Phytophthora ramorum",56.1253444,-5.242671092,"Crarae Garden, Argyll","10000",NA,NA,NA,NA,NA,NA,"Scotland",2012,"PG","Magnolia",NA,"Wider Environment",0,0,0,1,0,"SASA","Alexandra.Schlenzig@sasa.gov.scot","yes","P:/NEC05617_PHYTOTHREATS/Data/UK_occurrence/SASA_ASchlenzig"
"Phytophthora ramorum",56.1253444,-5.242671092,"Crarae Garden, Argyll","10000",NA,NA,NA,NA,NA,NA,"Scotland",2012,"PG","Pieris variegata",NA,"Wider Environment",0,0,0,1,0,"SASA","Alexandra.Schlenzig@sasa.gov.scot","yes","P:/NEC05617_PHYTOTHREATS/Data/UK_occurrence/SASA_ASchlenzig"
"Phytophthora ramorum",56.1253444,-5.242671092,"Crarae Garden, Argyll","10000",NA,NA,NA,NA,NA,NA,"Scotland",2012,"PG","Pieris japonica",NA,"Wider Environment",0,0,0,1,0,"SASA","Alexandra.Schlenzig@sasa.gov.scot","yes","P:/NEC05617_PHYTOTHREATS/Data/UK_occurrence/SASA_ASchlenzig"
"Phytophthora ramorum",56.1253444,-5.242671092,"Crarae Garden, Argyll","10000",NA,NA,NA,NA,NA,NA,"Scotland",2012,"PG","Rhod. sp.",NA,"Wider Environment",0,0,0,1,0,"SASA","Alexandra.Schlenzig@sasa.gov.scot","yes","P:/NEC05617_PHYTOTHREATS/Data/UK_occurrence/SASA_ASchlenzig"
"Phytophthora ramorum",55.83090126,-4.307772195,"Pollok Park, Glasgow","10000",NA,NA,NA,NA,NA,NA,"Scotland",2012,"PG","Rhod. ponticum",NA,"Wider Environment",0,0,0,1,0,"SASA","Alexandra.Schlenzig@sasa.gov.scot","yes","P:/NEC05617_PHYTOTHREATS/Data/UK_occurrence/SASA_ASchlenzig"
"Phytophthora ramorum",55.83090126,-4.307772195,"Pollok Park, Glasgow","10000",NA,NA,NA,NA,NA,NA,"Scotland",2012,"PG","Rhod. ponticum",NA,"Wider Environment",0,0,0,1,0,"SASA","Alexandra.Schlenzig@sasa.gov.scot","yes","P:/NEC05617_PHYTOTHREATS/Data/UK_occurrence/SASA_ASchlenzig"
"Phytophthora ramorum",55.83090126,-4.307772195,"Pollok Park, Glasgow","10000",NA,NA,NA,NA,NA,NA,"Scotland",2012,"PG","Rhod. ponticum",NA,"Wider Environment",0,0,0,1,0,"SASA","Alexandra.Schlenzig@sasa.gov.scot","yes","P:/NEC05617_PHYTOTHREATS/Data/UK_occurrence/SASA_ASchlenzig"
"Phytophthora ramorum",55.83090126,-4.307772195,"Pollok Park, Glasgow","10000",NA,NA,NA,NA,NA,NA,"Scotland",2012,"PG","Rhod. ponticum",NA,"Wider Environment",0,0,0,1,0,"SASA","Alexandra.Schlenzig@sasa.gov.scot","yes","P:/NEC05617_PHYTOTHREATS/Data/UK_occurrence/SASA_ASchlenzig"
"Phytophthora ramorum",55.83090126,-4.307772195,"Pollok Park, Glasgow","10000",NA,NA,NA,NA,NA,NA,"Scotland",2012,"PG","Rhod. ponticum",NA,"Wider Environment",0,0,0,1,0,"SASA","Alexandra.Schlenzig@sasa.gov.scot","yes","P:/NEC05617_PHYTOTHREATS/Data/UK_occurrence/SASA_ASchlenzig"
"Phytophthora ramorum",55.83090126,-4.307772195,"Pollok Park, Glasgow","10000",NA,NA,NA,NA,NA,NA,"Scotland",2012,"PG","Rhod. ponticum",NA,"Wider Environment",0,0,0,1,0,"SASA","Alexandra.Schlenzig@sasa.gov.scot","yes","P:/NEC05617_PHYTOTHREATS/Data/UK_occurrence/SASA_ASchlenzig"
"Phytophthora ramorum",55.83090126,-4.307772195,"Pollok Park, Glasgow","10000",NA,NA,NA,NA,NA,NA,"Scotland",2012,"PG","Rhod. ponticum",NA,"Wider Environment",0,0,0,1,0,"SASA","Alexandra.Schlenzig@sasa.gov.scot","yes","P:/NEC05617_PHYTOTHREATS/Data/UK_occurrence/SASA_ASchlenzig"
"Phytophthora ramorum",55.83090126,-4.307772195,"Pollok Park, Glasgow","10000",NA,NA,NA,NA,NA,NA,"Scotland",2012,"PG","Rhod. ponticum",NA,"Wider Environment",0,0,0,1,0,"SASA","Alexandra.Schlenzig@sasa.gov.scot","yes","P:/NEC05617_PHYTOTHREATS/Data/UK_occurrence/SASA_ASchlenzig"
"Phytophthora ramorum",55.83090126,-4.307772195,"Pollok Park, Glasgow","10000",NA,NA,NA,NA,NA,NA,"Scotland",2012,"PG","Rhod. ponticum",NA,"Wider Environment",0,0,0,1,0,"SASA","Alexandra.Schlenzig@sasa.gov.scot","yes","P:/NEC05617_PHYTOTHREATS/Data/UK_occurrence/SASA_ASchlenzig"
"Phytophthora ramorum",55.83090126,-4.307772195,"Pollok Park, Glasgow","10000",NA,NA,NA,NA,NA,NA,"Scotland",2012,"PG","Rhod. ponticum",NA,"Wider Environment",0,0,0,1,0,"SASA","Alexandra.Schlenzig@sasa.gov.scot","yes","P:/NEC05617_PHYTOTHREATS/Data/UK_occurrence/SASA_ASchlenzig"
"Phytophthora ramorum",55.83090126,-4.307772195,"Pollok Park, Glasgow","10000",NA,NA,NA,NA,NA,NA,"Scotland",2012,"PG","Rhod. ponticum",NA,"Wider Environment",0,0,0,1,0,"SASA","Alexandra.Schlenzig@sasa.gov.scot","yes","P:/NEC05617_PHYTOTHREATS/Data/UK_occurrence/SASA_ASchlenzig"
"Phytophthora ramorum",55.83090126,-4.307772195,"Pollok Park, Glasgow","10000",NA,NA,NA,NA,NA,NA,"Scotland",2012,"PG","Rhod. ponticum",NA,"Wider Environment",0,0,0,1,0,"SASA","Alexandra.Schlenzig@sasa.gov.scot","yes","P:/NEC05617_PHYTOTHREATS/Data/UK_occurrence/SASA_ASchlenzig"
"Phytophthora ramorum",55.83090126,-4.307772195,"Pollok Park, Glasgow","10000",NA,NA,NA,NA,NA,NA,"Scotland",2012,"PG","Rhod. ponticum",NA,"Wider Environment",0,0,0,1,0,"SASA","Alexandra.Schlenzig@sasa.gov.scot","yes","P:/NEC05617_PHYTOTHREATS/Data/UK_occurrence/SASA_ASchlenzig"
"Phytophthora ramorum",55.83090126,-4.307772195,"Pollok Park, Glasgow","10000",NA,NA,NA,NA,NA,NA,"Scotland",2012,"PG","Rhod. ponticum",NA,"Wider Environment",0,0,0,1,0,"SASA","Alexandra.Schlenzig@sasa.gov.scot","yes","P:/NEC05617_PHYTOTHREATS/Data/UK_occurrence/SASA_ASchlenzig"
"Phytophthora ramorum",55.83090126,-4.307772195,"Pollok Park, Glasgow","10000",NA,NA,NA,NA,NA,NA,"Scotland",2012,"PG","Rhod. ponticum",NA,"Wider Environment",0,0,0,1,0,"SASA","Alexandra.Schlenzig@sasa.gov.scot","yes","P:/NEC05617_PHYTOTHREATS/Data/UK_occurrence/SASA_ASchlenzig"
"Phytophthora ramorum",55.83090126,-4.307772195,"Pollok Park, Glasgow","10000",NA,NA,NA,NA,NA,NA,"Scotland",2012,"PG","Rhod. ponticum",NA,"Wider Environment",0,0,0,1,0,"SASA","Alexandra.Schlenzig@sasa.gov.scot","yes","P:/NEC05617_PHYTOTHREATS/Data/UK_occurrence/SASA_ASchlenzig"
"Phytophthora ramorum",55.83090126,-4.307772195,"Pollok Park, Glasgow","10000",NA,NA,NA,NA,NA,NA,"Scotland",2012,"PG","Rhod. ponticum",NA,"Wider Environment",0,0,0,1,0,"SASA","Alexandra.Schlenzig@sasa.gov.scot","yes","P:/NEC05617_PHYTOTHREATS/Data/UK_occurrence/SASA_ASchlenzig"
"Phytophthora ramorum",55.83090126,-4.307772195,"Pollok Park, Glasgow","10000",NA,NA,NA,NA,NA,NA,"Scotland",2012,"PG","Rhod. ponticum",NA,"Wider Environment",0,0,0,1,0,"SASA","Alexandra.Schlenzig@sasa.gov.scot","yes","P:/NEC05617_PHYTOTHREATS/Data/UK_occurrence/SASA_ASchlenzig"
"Phytophthora ramorum",55.83090126,-4.307772195,"Pollok Park, Glasgow","10000",NA,NA,NA,NA,NA,NA,"Scotland",2012,"PG","Rhod. ponticum",NA,"Wider Environment",0,0,0,1,0,"SASA","Alexandra.Schlenzig@sasa.gov.scot","yes","P:/NEC05617_PHYTOTHREATS/Data/UK_occurrence/SASA_ASchlenzig"
"Phytophthora ramorum",55.43706685,-4.627795377,"Rozelle Park, Ayr","10000",NA,NA,NA,NA,NA,NA,"Scotland",2012,"PG","Rhod. ponticum",NA,"Wider Environment",0,0,0,1,0,"SASA","Alexandra.Schlenzig@sasa.gov.scot","yes","P:/NEC05617_PHYTOTHREATS/Data/UK_occurrence/SASA_ASchlenzig"
"Phytophthora ramorum",55.43706685,-4.627795377,"Rozelle Park, Ayr","10000",NA,NA,NA,NA,NA,NA,"Scotland",2012,"PG","Rhod. ponticum",NA,"Wider Environment",0,0,0,1,0,"SASA","Alexandra.Schlenzig@sasa.gov.scot","yes","P:/NEC05617_PHYTOTHREATS/Data/UK_occurrence/SASA_ASchlenzig"
"Phytophthora ramorum",55.43706685,-4.627795377,"Rozelle Park, Ayr","10000",NA,NA,NA,NA,NA,NA,"Scotland",2012,"PG","Rhod. ponticum",NA,"Wider Environment",0,0,0,1,0,"SASA","Alexandra.Schlenzig@sasa.gov.scot","yes","P:/NEC05617_PHYTOTHREATS/Data/UK_occurrence/SASA_ASchlenzig"
"Phytophthora ramorum",55.43706685,-4.627795377,"Rozelle Park, Ayr","10000",NA,NA,NA,NA,NA,NA,"Scotland",2012,"PG","Rhod. ponticum",NA,"Wider Environment",0,0,0,1,0,"SASA","Alexandra.Schlenzig@sasa.gov.scot","yes","P:/NEC05617_PHYTOTHREATS/Data/UK_occurrence/SASA_ASchlenzig"
"Phytophthora ramorum",56.01094198,-5.449721543,"Oakbank House, Lochgilphead, Argyll","10000",NA,NA,NA,NA,NA,NA,"Scotland",2012,"PG","Rhod. sp.",NA,"Wider Environment",0,0,0,1,0,"SASA","Alexandra.Schlenzig@sasa.gov.scot","yes","P:/NEC05617_PHYTOTHREATS/Data/UK_occurrence/SASA_ASchlenzig"
"Phytophthora ramorum",56.01327233,-4.583373578,"Balloch Country Park, Dunbartonshire","10000",NA,NA,NA,NA,NA,NA,"Scotland",2012,"PG","Rhod. ponticum",NA,"Wider Environment",0,0,0,1,0,"SASA","Alexandra.Schlenzig@sasa.gov.scot","yes","P:/NEC05617_PHYTOTHREATS/Data/UK_occurrence/SASA_ASchlenzig"
"Phytophthora ramorum",56.20087851,-3.183812284,"Riverside Park, Glenrothes, Fife","10000",NA,NA,NA,NA,NA,NA,"Scotland",2012,"PG","Rhod.",NA,"Wider Environment",0,0,0,1,0,"SASA","Alexandra.Schlenzig@sasa.gov.scot","yes","P:/NEC05617_PHYTOTHREATS/Data/UK_occurrence/SASA_ASchlenzig"
"Phytophthora ramorum",56.20087851,-3.183812284,"Riverside Park, Glenrothes, Fife","10000",NA,NA,NA,NA,NA,NA,"Scotland",2012,"PG","Rhod.",NA,"Wider Environment",0,0,0,1,0,"SASA","Alexandra.Schlenzig@sasa.gov.scot","yes","P:/NEC05617_PHYTOTHREATS/Data/UK_occurrence/SASA_ASchlenzig"
"Phytophthora ramorum",56.20087851,-3.183812284,"Riverside Park, Glenrothes, Fife","10000",NA,NA,NA,NA,NA,NA,"Scotland",2012,"PG","Rhod.",NA,"Wider Environment",0,0,0,1,0,"SASA","Alexandra.Schlenzig@sasa.gov.scot","yes","P:/NEC05617_PHYTOTHREATS/Data/UK_occurrence/SASA_ASchlenzig"
"Phytophthora ramorum",56.1253444,-5.242671092,"Crarae Gardens, Argyll","10000",NA,NA,NA,NA,NA,NA,"Scotland",2012,"PG","Rhod. ponticum",NA,"Wider Environment",0,0,0,1,0,"SASA","Alexandra.Schlenzig@sasa.gov.scot","yes","P:/NEC05617_PHYTOTHREATS/Data/UK_occurrence/SASA_ASchlenzig"
"Phytophthora ramorum",55.9170444,-4.869874192,"Ardgowan Estate, Inverkip, Renfrewshire","10000",NA,NA,NA,NA,NA,NA,"Scotland",2012,"PG","Rhod. ponticum",NA,"Wider Environment",0,0,0,1,0,"SASA","Alexandra.Schlenzig@sasa.gov.scot","yes","P:/NEC05617_PHYTOTHREATS/Data/UK_occurrence/SASA_ASchlenzig"
"Phytophthora ramorum",55.9170444,-4.869874192,"Ardgowan Estate, Inverkip, Renfrewshire","10000",NA,NA,NA,NA,NA,NA,"Scotland",2012,"PG","Rhod. ponticum",NA,"Wider Environment",0,0,0,1,0,"SASA","Alexandra.Schlenzig@sasa.gov.scot","yes","P:/NEC05617_PHYTOTHREATS/Data/UK_occurrence/SASA_ASchlenzig"
"Phytophthora ramorum",56.20087851,-3.183812284,"Riverside Park, Glenrothes, Fife","10000",NA,NA,NA,NA,NA,NA,"Scotland",2012,"PG","Rhod. ponticum",NA,"Wider Environment",0,0,0,1,0,"SASA","Alexandra.Schlenzig@sasa.gov.scot","yes","P:/NEC05617_PHYTOTHREATS/Data/UK_occurrence/SASA_ASchlenzig"
"Phytophthora ramorum",56.20087851,-3.183812284,"Riverside Park, Glenrothes, Fife","10000",NA,NA,NA,NA,NA,NA,"Scotland",2012,"PG","Rhod. ponticum",NA,"Wider Environment",0,0,0,1,0,"SASA","Alexandra.Schlenzig@sasa.gov.scot","yes","P:/NEC05617_PHYTOTHREATS/Data/UK_occurrence/SASA_ASchlenzig"
"Phytophthora ramorum",56.20087851,-3.183812284,"Riverside Park, Glenrothes, Fife","10000",NA,NA,NA,NA,NA,NA,"Scotland",2012,"PG","Rhod. ponticum",NA,"Wider Environment",0,0,0,1,0,"SASA","Alexandra.Schlenzig@sasa.gov.scot","yes","P:/NEC05617_PHYTOTHREATS/Data/UK_occurrence/SASA_ASchlenzig"
"Phytophthora ramorum",56.20087851,-3.183812284,"Riverside Park, Glenrothes, Fife","10000",NA,NA,NA,NA,NA,NA,"Scotland",2012,"PG","Rhod. ponticum",NA,"Wider Environment",0,0,0,1,0,"SASA","Alexandra.Schlenzig@sasa.gov.scot","yes","P:/NEC05617_PHYTOTHREATS/Data/UK_occurrence/SASA_ASchlenzig"
"Phytophthora ramorum",56.20087851,-3.183812284,"Riverside Park, Glenrothes, Fife","10000",NA,NA,NA,NA,NA,NA,"Scotland",2012,"PG","Rhod. ponticum",NA,"Wider Environment",0,0,0,1,0,"SASA","Alexandra.Schlenzig@sasa.gov.scot","yes","P:/NEC05617_PHYTOTHREATS/Data/UK_occurrence/SASA_ASchlenzig"
"Phytophthora ramorum",56.20087851,-3.183812284,"Riverside Park, Glenrothes, Fife","10000",NA,NA,NA,NA,NA,NA,"Scotland",2012,"PG","Rhod. ponticum",NA,"Wider Environment",0,0,0,1,0,"SASA","Alexandra.Schlenzig@sasa.gov.scot","yes","P:/NEC05617_PHYTOTHREATS/Data/UK_occurrence/SASA_ASchlenzig"
"Phytophthora ramorum",56.20087851,-3.183812284,"Riverside Park, Glenrothes, Fife","10000",NA,NA,NA,NA,NA,NA,"Scotland",2012,"PG","Rhod. ponticum",NA,"Wider Environment",0,0,0,1,0,"SASA","Alexandra.Schlenzig@sasa.gov.scot","yes","P:/NEC05617_PHYTOTHREATS/Data/UK_occurrence/SASA_ASchlenzig"
"Phytophthora ramorum",55.83090126,-4.307772195,"Pollok Park, Glasgow","10000",NA,NA,NA,NA,NA,NA,"Scotland",2012,"PG","Rhod. ponticum",NA,"Wider Environment",0,0,0,1,0,"SASA","Alexandra.Schlenzig@sasa.gov.scot","yes","P:/NEC05617_PHYTOTHREATS/Data/UK_occurrence/SASA_ASchlenzig"
"Phytophthora ramorum",55.83090126,-4.307772195,"Pollok Park, Glasgow","10000",NA,NA,NA,NA,NA,NA,"Scotland",2012,"PG","Rhod. ponticum",NA,"Wider Environment",0,0,0,1,0,"SASA","Alexandra.Schlenzig@sasa.gov.scot","yes","P:/NEC05617_PHYTOTHREATS/Data/UK_occurrence/SASA_ASchlenzig"
"Phytophthora ramorum",55.83090126,-4.307772195,"Pollok Park, Glasgow","10000",NA,NA,NA,NA,NA,NA,"Scotland",2012,"PG","Rhod. ponticum",NA,"Wider Environment",0,0,0,1,0,"SASA","Alexandra.Schlenzig@sasa.gov.scot","yes","P:/NEC05617_PHYTOTHREATS/Data/UK_occurrence/SASA_ASchlenzig"
"Phytophthora ramorum",55.83090126,-4.307772195,"Pollok Park, Glasgow","10000",NA,NA,NA,NA,NA,NA,"Scotland",2012,"PG","Rhod. ponticum",NA,"Wider Environment",0,0,0,1,0,"SASA","Alexandra.Schlenzig@sasa.gov.scot","yes","P:/NEC05617_PHYTOTHREATS/Data/UK_occurrence/SASA_ASchlenzig"
"Phytophthora ramorum",56.20087851,-3.183812284,"Riverside Park, Glenrothes, Fife","10000",NA,NA,NA,NA,NA,NA,"Scotland",2012,"PG","Rhod. ponticum",NA,"Wider Environment",0,0,0,1,0,"SASA","Alexandra.Schlenzig@sasa.gov.scot","yes","P:/NEC05617_PHYTOTHREATS/Data/UK_occurrence/SASA_ASchlenzig"
"Phytophthora ramorum",56.01327233,-4.583373578,"Balloch Country Park, Dunbartonshire","10000",NA,NA,NA,NA,NA,NA,"Scotland",2012,"PG","Rhod.",NA,"Wider Environment",0,0,0,1,0,"SASA","Alexandra.Schlenzig@sasa.gov.scot","yes","P:/NEC05617_PHYTOTHREATS/Data/UK_occurrence/SASA_ASchlenzig"
"Phytophthora ramorum",55.05563202,-4.682600382,"Drumlamford Estate, South Ayrshire","10000",NA,NA,NA,NA,NA,NA,"Scotland",2012,"PG","Rhod. ponticum",NA,"Wider Environment",0,0,0,1,0,"SASA","Alexandra.Schlenzig@sasa.gov.scot","yes","P:/NEC05617_PHYTOTHREATS/Data/UK_occurrence/SASA_ASchlenzig"
"Phytophthora ramorum",55.05563202,-4.682600382,"Drumlamford Estate, South Ayrshire","10000",NA,NA,NA,NA,NA,NA,"Scotland",2012,"PG","Rhod. ponticum",NA,"Wider Environment",0,0,0,1,0,"SASA","Alexandra.Schlenzig@sasa.gov.scot","yes","P:/NEC05617_PHYTOTHREATS/Data/UK_occurrence/SASA_ASchlenzig"
"Phytophthora ramorum",55.05563202,-4.682600382,"Drumlamford Estate, South Ayrshire","10000",NA,NA,NA,NA,NA,NA,"Scotland",2012,"PG","Rhod. ponticum",NA,"Wider Environment",0,0,0,1,0,"SASA","Alexandra.Schlenzig@sasa.gov.scot","yes","P:/NEC05617_PHYTOTHREATS/Data/UK_occurrence/SASA_ASchlenzig"
"Phytophthora ramorum",55.05563202,-4.682600382,"Drumlamford Estate, South Ayrshire","10000",NA,NA,NA,NA,NA,NA,"Scotland",2012,"PG","Rhod sp.",NA,"Wider Environment",0,0,0,1,0,"SASA","Alexandra.Schlenzig@sasa.gov.scot","yes","P:/NEC05617_PHYTOTHREATS/Data/UK_occurrence/SASA_ASchlenzig"
"Phytophthora ramorum",55.05563202,-4.682600382,"Drumlamford Estate, South Ayrshire","10000",NA,NA,NA,NA,NA,NA,"Scotland",2012,"PG","Rhod sp.",NA,"Wider Environment",0,0,0,1,0,"SASA","Alexandra.Schlenzig@sasa.gov.scot","yes","P:/NEC05617_PHYTOTHREATS/Data/UK_occurrence/SASA_ASchlenzig"
"Phytophthora ramorum",55.05563202,-4.682600382,"Drumlamford Estate, South Ayrshire","10000",NA,NA,NA,NA,NA,NA,"Scotland",2012,"PG","Rhod sp.",NA,"Wider Environment",0,0,0,1,0,"SASA","Alexandra.Schlenzig@sasa.gov.scot","yes","P:/NEC05617_PHYTOTHREATS/Data/UK_occurrence/SASA_ASchlenzig"
"Phytophthora ramorum",55.05563202,-4.682600382,"Drumlamford Estate, South Ayrshire","10000",NA,NA,NA,NA,NA,NA,"Scotland",2012,"PG","Rhod sp.",NA,"Wider Environment",0,0,0,1,0,"SASA","Alexandra.Schlenzig@sasa.gov.scot","yes","P:/NEC05617_PHYTOTHREATS/Data/UK_occurrence/SASA_ASchlenzig"
"Phytophthora ramorum",55.9170444,-4.869874192,"Ardgowan Estate, Inverkip, Renfrewshire","10000",NA,NA,NA,NA,NA,NA,"Scotland",2013,"PG","Rhod. ponticum",NA,"Wider Environment",0,0,0,1,0,"SASA","Alexandra.Schlenzig@sasa.gov.scot","yes","P:/NEC05617_PHYTOTHREATS/Data/UK_occurrence/SASA_ASchlenzig"
"Phytophthora ramorum",55.05563202,-4.682600382,"Drumlamford Estate, South Ayrshire","10000",NA,NA,NA,NA,NA,NA,"Scotland",2013,"PG","Rhod.",NA,"Wider Environment",0,0,0,1,0,"SASA","Alexandra.Schlenzig@sasa.gov.scot","yes","P:/NEC05617_PHYTOTHREATS/Data/UK_occurrence/SASA_ASchlenzig"
"Phytophthora ramorum",55.05563202,-4.682600382,"Drumlamford Estate, South Ayrshire","10000",NA,NA,NA,NA,NA,NA,"Scotland",2013,"PG","Rhod.",NA,"Wider Environment",0,0,0,1,0,"SASA","Alexandra.Schlenzig@sasa.gov.scot","yes","P:/NEC05617_PHYTOTHREATS/Data/UK_occurrence/SASA_ASchlenzig"
"Phytophthora ramorum",55.05563202,-4.682600382,"Drumlamford Estate, South Ayrshire","10000",NA,NA,NA,NA,NA,NA,"Scotland",2013,"PG","Rhod.",NA,"Wider Environment",0,0,0,1,0,"SASA","Alexandra.Schlenzig@sasa.gov.scot","yes","P:/NEC05617_PHYTOTHREATS/Data/UK_occurrence/SASA_ASchlenzig"
"Phytophthora ramorum",55.05563202,-4.682600382,"Drumlamford Estate, South Ayrshire","10000",NA,NA,NA,NA,NA,NA,"Scotland",2013,"PG","Rhod.",NA,"Wider Environment",0,0,0,1,0,"SASA","Alexandra.Schlenzig@sasa.gov.scot","yes","P:/NEC05617_PHYTOTHREATS/Data/UK_occurrence/SASA_ASchlenzig"
"Phytophthora ramorum",55.05563202,-4.682600382,"Drumlamford Estate, South Ayrshire","10000",NA,NA,NA,NA,NA,NA,"Scotland",2013,"PG","Rhod.",NA,"Wider Environment",0,0,0,1,0,"SASA","Alexandra.Schlenzig@sasa.gov.scot","yes","P:/NEC05617_PHYTOTHREATS/Data/UK_occurrence/SASA_ASchlenzig"
"Phytophthora ramorum",55.05563202,-4.682600382,"Drumlamford Estate, South Ayrshire","10000",NA,NA,NA,NA,NA,NA,"Scotland",2013,"PG","Rhod.",NA,"Wider Environment",0,0,0,1,0,"SASA","Alexandra.Schlenzig@sasa.gov.scot","yes","P:/NEC05617_PHYTOTHREATS/Data/UK_occurrence/SASA_ASchlenzig"
"Phytophthora ramorum",56.21022531,-3.145406787,"Balbirnie Park, Glenrothes","10000",NA,NA,NA,NA,NA,NA,"Scotland",2013,"PG","Rhod. ponticum",NA,"Wider Environment",0,0,0,1,0,"SASA","Alexandra.Schlenzig@sasa.gov.scot","yes","P:/NEC05617_PHYTOTHREATS/Data/UK_occurrence/SASA_ASchlenzig"
"Phytophthora ramorum",56.21821731,-3.414948513,"Thomnacan, Kinross","10000",NA,NA,NA,NA,NA,NA,"Scotland",2013,"PG","Rhod sp.",NA,"Wider Environment",0,0,0,1,0,"SASA","Alexandra.Schlenzig@sasa.gov.scot","yes","P:/NEC05617_PHYTOTHREATS/Data/UK_occurrence/SASA_ASchlenzig"
"Phytophthora ramorum",55.59371763,-5.151015147,"Brodick Castle, Arran","10000",NA,NA,NA,NA,NA,NA,"Scotland",2013,"PG","Rhod. ponticum",NA,"Wider Environment",0,0,0,1,0,"SASA","Alexandra.Schlenzig@sasa.gov.scot","yes","P:/NEC05617_PHYTOTHREATS/Data/UK_occurrence/SASA_ASchlenzig"
"Phytophthora ramorum",56.1253444,-5.242671092,"Crarae Gardens, Argyll","10000",NA,NA,NA,NA,NA,NA,"Scotland",2013,"PG","Rhod sp.",NA,"Wider Environment",0,0,0,1,0,"SASA","Alexandra.Schlenzig@sasa.gov.scot","yes","P:/NEC05617_PHYTOTHREATS/Data/UK_occurrence/SASA_ASchlenzig"
"Phytophthora ramorum",56.21821731,-3.414948513,"Thomnacan, Kinross","10000",NA,NA,NA,NA,NA,NA,"Scotland",2013,"PG","Rhod sp.",NA,"Wider Environment",0,0,0,1,0,"SASA","Alexandra.Schlenzig@sasa.gov.scot","yes","P:/NEC05617_PHYTOTHREATS/Data/UK_occurrence/SASA_ASchlenzig"
"Phytophthora ramorum",55.83090126,-4.307772195,"Pollok Park, Glasgow","10000",NA,NA,NA,NA,NA,NA,"Scotland",2013,"PG","Rhod. ponticum",NA,"Wider Environment",0,0,0,1,0,"SASA","Alexandra.Schlenzig@sasa.gov.scot","yes","P:/NEC05617_PHYTOTHREATS/Data/UK_occurrence/SASA_ASchlenzig"
"Phytophthora ramorum",55.83090126,-4.307772195,"Pollok Park, Glasgow","10000",NA,NA,NA,NA,NA,NA,"Scotland",2013,"PG","Rhod. ponticum",NA,"Wider Environment",0,0,0,1,0,"SASA","Alexandra.Schlenzig@sasa.gov.scot","yes","P:/NEC05617_PHYTOTHREATS/Data/UK_occurrence/SASA_ASchlenzig"
"Phytophthora ramorum",55.05563202,-4.682600382,"Drumlamford Estate, South Ayrshire","10000",NA,NA,NA,NA,NA,NA,"Scotland",2013,"PG","Rhod sp.",NA,"Wider Environment",0,0,0,1,0,"SASA","Alexandra.Schlenzig@sasa.gov.scot","yes","P:/NEC05617_PHYTOTHREATS/Data/UK_occurrence/SASA_ASchlenzig"
"Phytophthora ramorum",55.05563202,-4.682600382,"Drumlamford Estate, South Ayrshire","10000",NA,NA,NA,NA,NA,NA,"Scotland",2013,"PG","Rhod. ponticum",NA,"Wider Environment",0,0,0,1,0,"SASA","Alexandra.Schlenzig@sasa.gov.scot","yes","P:/NEC05617_PHYTOTHREATS/Data/UK_occurrence/SASA_ASchlenzig"
"Phytophthora ramorum",55.05563202,-4.682600382,"Drumlamford Estate, South Ayrshire","10000",NA,NA,NA,NA,NA,NA,"Scotland",2013,"PG","Rhod sp.",NA,"Wider Environment",0,0,0,1,0,"SASA","Alexandra.Schlenzig@sasa.gov.scot","yes","P:/NEC05617_PHYTOTHREATS/Data/UK_occurrence/SASA_ASchlenzig"
"Phytophthora ramorum",55.05563202,-4.682600382,"Drumlamford Estate, South Ayrshire","10000",NA,NA,NA,NA,NA,NA,"Scotland",2013,"PG","Rhod. ponticum",NA,"Wider Environment",0,0,0,1,0,"SASA","Alexandra.Schlenzig@sasa.gov.scot","yes","P:/NEC05617_PHYTOTHREATS/Data/UK_occurrence/SASA_ASchlenzig"
"Phytophthora ramorum",55.05563202,-4.682600382,"Drumlamford Estate, South Ayrshire","10000",NA,NA,NA,NA,NA,NA,"Scotland",2013,"PG","Rhod. ponticum",NA,"Wider Environment",0,0,0,1,0,"SASA","Alexandra.Schlenzig@sasa.gov.scot","yes","P:/NEC05617_PHYTOTHREATS/Data/UK_occurrence/SASA_ASchlenzig"
"Phytophthora ramorum",55.43706685,-4.627795377,"Rozelle Country Park, Ayr","10000",NA,NA,NA,NA,NA,NA,"Scotland",2013,"PG","Rhod. ponticum",NA,"Wider Environment",0,0,0,1,0,"SASA","Alexandra.Schlenzig@sasa.gov.scot","yes","P:/NEC05617_PHYTOTHREATS/Data/UK_occurrence/SASA_ASchlenzig"
